v,Feature importance based on training set,Feature importance based on test set,Subtypes,colors,x,y,Bit Substructure,Proportion in PICT,Proportion in TICT
PharmacoErGFP341,9.77E-06,-1.18E-05,PharmacoErGFP,#005dff,33,35,"('Negative', 'Hydrophobic', 6)",0.051490515,0.021526419
PharmacoErGFP343,1.50E-05,-1.23E-05,PharmacoErGFP,#005dff,34,35,"('Negative', 'Hydrophobic', 8)",0.067750678,0.023483366
PharmacoErGFP163,4.77E-06,-3.85E-06,PharmacoErGFP,#005dff,35,35,"('Acceptor', 'Positive', 17)",0.056910569,0.029354207
PubChemFP753,0,0,PubChemFP,#8a00ff,0,36,Clc1cc(Br)ccc1,0,0
PubChemFP816,0,0,PubChemFP,#8a00ff,1,36,ClC1CC(Br)CCC1,0,0
PubChemFP670,-8.02E-08,3.11E-06,PubChemFP,#8a00ff,2,36,Br-C:C:C-C,0.005420054,0.009784736
PubChemFP718,1.22E-07,0,PubChemFP,#8a00ff,3,36,Cc1ccc(Br)cc1,0.002710027,0.001956947
PubChemFP835,0,5.95E-07,PubChemFP,#8a00ff,4,36,NC1C(Br)CCCC1,0,0.001956947
PubChemFP781,-1.77E-07,0,PubChemFP,#8a00ff,5,36,CC1CCC(Br)CC1,0.002710027,0.001956947
PubChemFP814,0,0,PubChemFP,#8a00ff,6,36,NC1CC(Br)CCC1,0,0
